Name,Age,City_Tier,Job_Type,Monthly_Income,EMI_Amount,Active_Loans,Credit_Utilization(%),UPI_Transactions,Bill_Payment_History(%),Bank_Balance_Variance,Is_MSME,GST_Revenue,Invoice_Defaults,Credit_Score
Libni Sanghvi,31,1,Salaried,27604,18494,1,20,50,89,38,0,0,0,665
Amol Dora,44,3,Salaried,17428,7319,1,27,40,98,26,0,0,0,748
Sai Rau,34,3,Salaried,25713,2828,0,51,41,95,45,0,0,0,773
Neha Raghavan,43,3,Salaried,22345,13407,2,49,52,88,48,0,0,0,658
Kevin Suri,29,2,Salaried,10000,6200,0,20,51,90,41,0,0,0,684
Arin Grewal,38,3,Salaried,24881,6717,0,83,55,86,32,0,0,0,698
Abhimanyu Hans,59,1,Salaried,34370,1718,0,18,51,73,28,0,0,0,816
Ishwar Goda,39,2,Self-Employed,16840,3704,0,40,44,87,48,0,0,0,755
Amrita Mohan,25,2,Self-Employed,10000,1300,2,93,70,92,41,0,0,0,686
Eshana Rajagopal,38,1,Self-Employed,27019,3512,0,23,60,97,29,0,0,0,808
Samuel Raghavan,53,1,Student,19429,5245,1,60,52,81,35,0,0,0,726
Timothy Mani,58,3,Self-Employed,54731,14777,1,58,54,72,21,0,0,0,718
Liam Tella,33,3,Salaried,12080,1691,2,68,50,77,16,0,0,0,693
Vansha Warrior,29,1,Salaried,61111,12222,0,43,47,99,40,0,0,0,763
Akshay Balakrishnan,46,2,Self-Employed,34526,21060,1,58,60,70,40,0,0,0,626
Vedant Sabharwal,21,2,Self-Employed,22017,14971,0,72,48,94,15,1,53094,1,615
Yashoda Mukhopadhyay,32,3,Self-Employed,15249,5947,1,43,49,90,49,0,0,0,702
Gaurangi Yadav,44,2,Salaried,15008,9004,2,77,60,73,41,1,333722,0,652
Aarnav Buch,21,2,Salaried,21044,5681,1,66,48,89,7,0,0,0,683
George Bandi,24,3,Self-Employed,39879,7178,2,25,59,74,31,0,0,0,707
Theodore Tella,27,2,Salaried,12046,1927,0,82,60,70,34,0,0,0,671
Yochana Swaminathan,48,3,Salaried,20440,11242,0,46,43,97,23,1,347419,0,768
Qabil Khurana,57,2,Salaried,14759,2951,0,50,51,93,39,0,0,0,791
Panini Ramakrishnan,25,2,Self-Employed,18211,6555,0,63,55,96,5,0,0,0,698
Om Edwin,59,2,Self-Employed,32186,5793,2,38,39,87,45,0,0,0,778
Joshua Shere,52,2,Salaried,21261,8079,1,57,48,71,29,1,245642,0,735
Jagat Saraf,51,1,Salaried,27832,1113,2,67,45,97,35,0,0,0,784
Vaishnavi Basak,35,3,Salaried,21582,9927,0,59,36,85,8,0,0,0,677
Nakul Bhatnagar,23,1,Student,10000,3800,0,24,38,89,35,0,0,0,716
Isha Bawa,35,1,Salaried,10000,600,2,98,41,84,34,0,0,0,696
Kala Butala,38,2,Salaried,15448,308,1,18,55,93,49,0,0,0,817
Lakshit Narayanan,41,2,Self-Employed,43115,9054,1,35,50,81,26,0,0,0,743
Bhavna Bose,30,1,Self-Employed,40822,8572,0,20,52,85,30,0,0,0,758
Eiravati Kuruvilla,41,3,Salaried,17129,3254,0,93,52,93,28,0,0,0,723
Dominic Peri,46,1,Self-Employed,30983,19209,2,67,43,93,5,0,0,0,651
Darsh Ratti,23,1,Self-Employed,33004,17162,2,13,42,70,42,0,0,0,641
Tamanna Shetty,21,1,Self-Employed,38250,11857,3,72,48,94,12,0,0,0,659
Unni Sibal,41,3,Salaried,24512,3676,3,24,45,75,38,0,0,0,734
Vyanjana Sarkar,31,2,Self-Employed,14575,4955,2,54,47,86,7,0,0,0,681
Yug Borde,36,1,Salaried,66298,31160,0,57,59,81,28,1,179479,0,671
Nikita Khanna,55,2,Salaried,29189,8464,0,66,65,92,37,0,0,0,751
Girindra Gulati,41,2,Self-Employed,22323,14509,0,59,54,76,42,0,0,0,631
Oni Sarin,31,3,Salaried,22495,4948,1,33,55,89,46,0,0,0,742
Anirudh Prakash,51,3,Self-Employed,22601,3164,1,20,60,90,16,1,365133,0,857
Dominic Kurian,21,1,Salaried,35291,16586,0,65,53,82,18,1,482118,1,690
Quincy Sahota,52,2,Salaried,15421,4163,2,38,50,89,10,0,0,0,752
Zayyan Bajwa,23,1,Salaried,36330,1089,1,75,44,70,47,0,0,0,687
Diya Dass,52,1,Student,18802,3948,0,82,47,96,9,1,211969,0,804
Advay Gill,25,1,Self-Employed,16380,10810,2,70,39,82,5,0,0,0,583
Chavvi Chaudhari,57,2,Self-Employed,28462,3984,1,93,45,71,46,0,0,0,706
Chatura Acharya,32,2,Self-Employed,56309,23649,0,37,52,89,5,0,0,0,710
Gautam Mall,34,3,Salaried,37890,9093,0,26,66,85,9,0,0,0,752
Jagat Srinivas,29,1,Salaried,18773,8447,0,21,56,82,36,0,0,0,701
Harshil Ganguly,27,2,Student,77926,45197,1,79,47,83,32,1,73262,0,606
Kabir Barad,36,3,Self-Employed,31926,9577,0,47,47,83,27,0,0,0,719
Gaurav Sankaran,48,1,Salaried,34537,11051,0,56,47,87,12,0,0,0,734
Kala Menon,27,2,Student,20427,7762,0,61,55,77,36,0,0,0,662
Krisha Gandhi,34,3,Self-Employed,15587,2182,0,39,49,90,8,0,0,0,769
Suhani Saraf,52,1,Self-Employed,17551,11232,0,40,40,96,49,0,0,0,710
Vritti Desai,28,3,Self-Employed,29366,11452,0,10,48,84,19,1,71591,1,726
Agastya Mangal,47,2,Self-Employed,42986,11176,0,22,53,80,48,0,0,0,764
Eiravati Panchal,23,2,Salaried,24038,9615,3,42,46,82,37,0,0,0,650
Eshana Magar,47,1,Salaried,25612,15879,1,69,56,92,45,0,0,0,659
Anamika Soman,50,2,Salaried,36822,12151,1,33,54,98,43,0,0,0,770
Janya Misra,54,3,Self-Employed,10000,1500,1,50,46,70,17,0,0,0,740
Ayaan Sane,46,2,Salaried,10000,6600,3,42,62,75,25,0,0,0,622
Viraj Baria,57,2,Salaried,19623,13539,1,48,67,88,42,0,0,0,675
Unnati Agate,42,2,Salaried,10000,5900,0,43,50,71,43,0,0,0,651
Idika Sandal,52,3,Self-Employed,12522,5008,0,46,56,83,47,1,265904,0,776
Amruta Sani,22,1,Salaried,22572,7900,0,70,53,76,17,0,0,0,648
Yashoda Hayre,28,2,Self-Employed,13873,4439,3,84,55,96,34,0,0,0,660
Ranbir Rajagopalan,27,3,Salaried,13461,2557,0,61,56,90,36,0,0,0,726
Yashawini Mani,39,2,Salaried,40119,18855,1,69,52,77,13,0,0,0,646
Harini Nagarajan,53,1,Self-Employed,25711,15683,1,55,51,91,36,0,0,0,683
Samaksh Thakkar,22,3,Salaried,10000,500,3,57,49,75,22,0,0,0,689
Zaitra Devi,23,3,Student,37589,7893,1,51,48,98,8,0,0,0,731
Chanakya Srinivasan,48,2,Self-Employed,22565,7672,0,31,37,76,45,1,96283,0,733
Kamala Wadhwa,34,2,Self-Employed,35229,5636,0,37,50,93,18,0,0,0,773
Jason Din,35,1,Salaried,11233,1460,0,34,65,84,12,0,0,0,766
Warinder Srivastava,41,1,Self-Employed,24472,13949,0,87,49,77,30,0,0,0,621
Gauri Sethi,34,2,Salaried,20888,8146,1,48,58,72,41,0,0,0,664
Vedhika Nazareth,38,2,Salaried,28881,19927,1,92,47,90,45,0,0,0,603
Ayaan Dewan,59,1,Salaried,20977,419,3,83,57,84,7,0,0,0,749
Timothy Arora,40,1,Salaried,11653,7457,0,39,46,89,35,1,432855,0,727
Kalpit Malhotra,21,1,Salaried,19008,10834,0,65,58,77,39,1,345257,0,660
Bishakha Nayar,29,2,Salaried,24620,15756,0,54,61,72,45,0,0,0,610
Omkaar Balasubramanian,29,1,Salaried,10000,300,1,85,44,73,36,0,0,0,693
Nathaniel Bala,58,1,Salaried,10000,5699,0,21,54,75,27,1,427973,0,761
Jonathan Rajan,59,1,Salaried,18735,3934,3,93,70,77,25,1,418453,0,737
Tanvi Ramesh,49,3,Salaried,32966,14505,0,84,60,71,38,0,0,0,651
Logan Sani,35,1,Student,17962,5568,1,44,45,86,45,0,0,0,714
Samarth Sangha,40,2,Salaried,10000,6600,1,51,45,76,35,0,0,0,625
Jatin Loke,58,2,Salaried,19196,1727,2,80,44,77,37,0,0,0,732
Bhavika Srivastava,50,2,Salaried,20358,5496,1,36,57,80,20,0,0,0,743
Advik Wable,46,2,Salaried,15242,304,0,92,43,78,24,0,0,0,736
Qarin Halder,26,2,Salaried,20153,10278,1,42,45,70,18,0,0,0,629
Hritik Misra,59,1,Self-Employed,19398,11638,0,11,65,84,30,0,0,0,735
Ekbal Pai,37,2,Salaried,19226,2307,3,33,49,76,24,1,55260,0,726
Ekalinga Mahal,26,1,Salaried,24436,10263,1,38,47,74,24,1,289253,2,709
Nihal Sheth,48,1,Salaried,14633,2194,0,45,68,72,22,0,0,0,749
Nicholas Dhar,29,3,Self-Employed,10000,900,1,30,59,97,9,1,307433,1,834
Faris Narayanan,47,2,Salaried,10000,4200,2,48,47,91,23,0,0,0,708
Liam Mandal,55,1,Salaried,31838,4457,0,34,47,93,47,0,0,0,815
Qarin Srinivas,26,2,Salaried,12570,3771,2,44,54,98,25,0,0,0,715
David Sanghvi,24,3,Self-Employed,25969,9608,2,46,46,93,36,0,0,0,686
Dayamai Sehgal,36,1,Salaried,34097,2386,2,30,52,70,41,0,0,0,736
Jeevika Kota,43,3,Salaried,17448,7153,0,74,48,87,22,1,486973,0,739
Dayita Badal,43,2,Salaried,43117,16815,1,42,50,85,8,1,226349,0,761
Charita Datta,49,2,Salaried,41155,21400,4,91,42,75,9,0,0,0,596
Chavvi Gill,24,3,Self-Employed,41963,12588,3,27,54,71,12,0,0,0,665
Damini Konda,44,1,Salaried,51810,18651,2,28,38,95,30,0,0,0,743
Harsh Ghose,26,1,Self-Employed,46114,10606,1,15,47,96,11,1,189296,0,764
Gautami Balakrishnan,26,1,Student,37141,7428,0,44,39,92,17,0,0,0,743
Darpan Amble,34,3,Self-Employed,10000,900,1,60,57,85,30,0,0,0,738
Patrick Bhakta,34,1,Student,20149,9268,0,31,53,99,27,0,0,0,731
Rushil Bail,55,1,Salaried,31191,935,2,76,50,83,36,0,0,0,755
Yachana Rajagopal,26,2,Salaried,20924,8997,1,17,52,83,27,0,0,0,696
Christopher Ben,43,1,Salaried,13501,1080,0,45,54,82,14,0,0,0,774
Diya Suri,40,1,Salaried,31060,310,2,17,47,91,34,0,0,0,809
Bhanumati Dhar,37,1,Salaried,63862,22990,2,92,57,75,6,0,0,0,627
Benjamin Dhaliwal,40,3,Self-Employed,23868,5250,0,52,47,83,8,0,0,0,736
Om Tank,26,3,Self-Employed,17145,3429,0,64,47,93,26,0,0,0,725
Urmi Khanna,48,2,Self-Employed,39631,7926,3,89,52,77,31,0,0,0,675
Faraj Ramesh,33,1,Salaried,22377,7608,1,34,57,80,5,0,0,0,703
Ronith Garg,49,2,Salaried,34359,5841,2,70,68,83,5,0,0,0,723
Balhaar Brar,40,1,Salaried,10000,6899,0,45,52,80,20,0,0,0,643
Widisha Bansal,37,3,Salaried,16902,8789,0,58,42,84,5,0,0,0,667
Darika Kurian,55,2,Student,19481,9156,1,76,53,70,23,0,0,0,651
Imaran Zachariah,59,1,Self-Employed,10325,2374,1,21,46,97,23,0,0,0,815
Libni Chahal,57,1,Salaried,13475,8893,1,75,57,92,11,0,0,0,662
Baljiwan Iyer,43,2,Student,20465,12688,1,69,51,89,6,1,275570,0,696
Shivansh Varty,38,3,Salaried,23820,6193,1,77,39,98,20,0,0,0,720
Nidhi Sule,56,3,Self-Employed,25064,501,2,50,59,82,8,0,0,0,783
Divya D’Alia,40,1,Salaried,32187,12874,0,98,50,94,17,0,0,0,676
Dalaja Sinha,27,3,Salaried,44749,11187,2,97,49,87,35,0,0,0,652
Nimrat Loke,56,1,Self-Employed,30843,13879,4,21,49,84,20,1,96416,1,710
Gautami Pradhan,21,1,Salaried,10000,5000,2,86,44,87,14,0,0,0,603
Ranveer Chakrabarti,57,1,Salaried,20630,13822,2,42,50,75,12,0,0,0,649
Lajita Kar,55,1,Self-Employed,13480,6200,1,93,51,92,6,0,0,0,680
Darpan Ganguly,23,1,Salaried,14491,434,2,89,59,90,44,0,0,0,703
Manan Munshi,55,1,Salaried,24826,2730,1,90,39,71,8,0,0,0,711
Jagdish Menon,49,3,Salaried,22143,9078,3,66,55,87,43,0,0,0,677
Fitan Mahajan,29,1,Self-Employed,34745,10076,2,31,44,99,39,0,0,0,737
Thomas Biswas,57,2,Self-Employed,16021,5927,1,15,63,86,41,1,373062,0,818
Odika Thaman,45,2,Salaried,32893,11512,0,15,48,97,43,0,0,0,784
Janani Sur,32,3,Salaried,17518,7532,0,27,56,95,36,0,0,0,730
Ekani Kakar,58,1,Salaried,14360,8328,2,10,64,88,14,0,0,0,726
Advay Kumar,27,1,Salaried,33332,18332,2,37,57,72,48,0,0,0,622
Oeshi Patla,27,3,Salaried,59796,36475,0,53,60,99,9,0,0,0,668
Dipta Balay,24,2,Self-Employed,22840,9592,1,79,50,99,6,0,0,0,665
Harshil Bahri,51,1,Self-Employed,13841,1384,0,75,50,96,8,0,0,0,782
Oni Gour,59,1,Salaried,29643,6521,1,63,48,92,16,0,0,0,765
Sarthak Warrior,30,1,Self-Employed,19486,1364,1,72,71,82,9,0,0,0,718
Jeet Nazareth,43,2,Salaried,28020,3362,1,73,49,76,25,0,0,0,716
Yashawini Chaudry,46,2,Salaried,23927,6460,0,86,57,96,6,0,0,0,728
Isaac Sarkar,43,2,Student,46506,465,0,62,66,78,29,0,0,0,763
Nathaniel Dugal,49,3,Self-Employed,36772,4780,1,90,49,95,27,1,161046,0,745
Sudiksha Kata,28,2,Self-Employed,34038,9190,2,94,47,75,16,0,0,0,628
Harinakshi Ray,39,1,Self-Employed,54465,19062,0,73,53,92,21,0,0,0,706
Sudiksha Rajagopal,49,1,Salaried,32009,14404,2,40,55,93,15,1,238941,2,767
Kritika Bhardwaj,26,1,Salaried,27968,10907,0,72,55,75,23,0,0,0,643
Chandani Bera,49,1,Salaried,13968,9498,1,50,54,71,8,0,0,0,627
Gagan Lala,44,3,Salaried,10502,2730,1,93,54,85,7,0,0,0,688
Damini Devan,30,1,Salaried,30833,17574,0,80,45,73,34,0,0,0,602
Ucchal Mane,34,2,Salaried,49274,12318,1,32,45,96,17,0,0,0,756
Tanveer Lad,26,1,Salaried,49889,15964,1,29,39,93,15,0,0,0,726
Samuel Gaba,24,1,Salaried,16433,5422,2,75,45,84,7,0,0,0,647
Nidhi Ram,35,2,Student,12101,5203,1,15,52,80,19,1,264621,0,757
Vivaan Kamdar,57,2,Self-Employed,19791,13259,0,77,56,81,20,0,0,0,646
Tanay Prabhakar,59,1,Self-Employed,10000,1100,2,61,49,72,23,0,0,0,739
Kai Kaul,48,3,Self-Employed,11852,8059,0,25,61,96,31,0,0,0,711
Ojas Rajan,22,2,Salaried,22149,1993,1,33,57,86,14,0,0,0,747
Vasana Mukhopadhyay,33,1,Salaried,27046,3786,1,49,43,75,40,0,0,0,718
Ethan Johal,22,3,Salaried,19833,11304,0,38,52,96,27,0,0,0,676
Girik Das,52,1,Salaried,11207,4482,3,20,54,95,36,0,0,0,746
Jalsa Narayan,25,2,Salaried,44099,20726,0,33,58,76,17,0,0,0,666
Fariq Narula,23,2,Self-Employed,20800,7488,0,46,53,79,12,0,0,0,678
Chandran Balay,22,3,Salaried,23871,11935,1,57,52,91,7,0,0,0,651
Jagvi Bains,34,1,Salaried,14563,4951,1,65,52,87,41,0,0,0,687
Ranveer Bhattacharyya,49,3,Self-Employed,23674,14441,0,42,38,94,45,0,0,0,705
Abhiram Hegde,58,2,Self-Employed,47588,23318,2,97,48,92,41,0,0,0,665
Upma Mallick,26,3,Salaried,17011,7484,0,85,51,92,13,0,0,0,654
Vanya Jaggi,54,3,Student,32099,22469,0,33,56,73,32,0,0,0,663
Onkar Yogi,28,3,Student,28954,9844,0,89,50,96,15,0,0,0,681
Nirja Sundaram,22,1,Salaried,14006,560,0,23,65,82,46,0,0,0,769
Aahana Dhaliwal,46,2,Self-Employed,18988,1329,3,33,43,92,11,0,0,0,783
Theodore Dar,37,3,Student,38388,19194,1,66,44,83,18,0,0,0,651
Unnati Deep,44,2,Self-Employed,49081,1472,1,62,50,70,47,0,0,0,735
Tarak Seth,51,2,Self-Employed,43880,22817,1,94,53,90,30,0,0,0,657
Pratyush Maharaj,36,1,Self-Employed,29881,3286,2,11,61,93,28,0,0,0,793
Falan Srinivas,41,3,Student,17952,0,1,40,58,72,28,1,377443,0,812
Chakrika Kumer,58,3,Salaried,16272,1464,0,95,43,81,19,0,0,0,745
Vedhika Rout,46,3,Salaried,24448,5623,1,53,34,71,21,0,0,0,709
Advik Varkey,37,2,Salaried,16426,6406,0,15,45,99,41,0,0,0,766
Ranbir Hora,24,3,Self-Employed,10666,5759,0,65,49,89,24,0,0,0,645
Bahadurjit Basu,24,1,Salaried,29712,13964,0,56,46,87,26,0,0,0,664
Avni Chada,39,3,Salaried,24340,3407,0,62,44,85,13,1,137202,1,745
Ekanta Krishnamurthy,58,3,Self-Employed,20342,14035,0,41,56,75,36,0,0,0,667
Dayita Sandal,45,3,Salaried,20515,7385,0,27,60,72,5,0,0,0,720
Kashish Rastogi,28,2,Salaried,36869,12535,2,68,46,87,7,1,422952,1,714
Vrinda Bhavsar,38,3,Salaried,43864,8772,1,84,48,70,22,0,0,0,669
Rehaan Som,38,1,Salaried,33521,3687,4,84,43,83,13,0,0,0,683
Tanveer Borah,27,1,Salaried,35630,21734,0,77,48,84,10,1,213505,0,664
Om Parmar,37,3,Salaried,13825,138,1,67,50,86,32,0,0,0,754
Rudra Nigam,23,2,Salaried,44523,13356,0,95,51,97,17,0,0,0,677
Divya Lall,42,1,Salaried,20424,7761,0,12,45,92,27,0,0,0,766
Arunima Jayaraman,35,1,Salaried,37352,1120,2,95,51,94,47,0,0,0,725
Yagnesh Mannan,51,2,Self-Employed,10000,1300,2,48,47,82,31,0,0,0,755
Anika Savant,56,3,Salaried,42824,1712,1,67,54,78,39,0,0,0,764
Ekanta Bir,46,1,Self-Employed,10076,6952,1,18,55,86,42,1,421431,1,732
Jalsa Rege,34,2,Salaried,56181,27528,1,87,50,99,32,0,0,0,659
Harinakshi Nori,37,3,Student,14669,7187,2,78,58,77,29,0,0,0,619
Anika Raj,29,3,Salaried,19412,11258,1,84,57,71,39,0,0,0,580
Azad Narayan,27,2,Salaried,11651,6641,0,44,57,73,18,0,0,0,633
Manbir Baria,47,2,Salaried,12981,1168,1,82,49,93,43,0,0,0,754
Upasna Menon,48,2,Salaried,35786,22545,2,77,35,84,49,1,407663,0,675
Vrinda Saini,32,2,Salaried,21221,2122,1,68,40,80,20,0,0,0,715
Brijesh Patil,37,1,Self-Employed,12490,8118,2,69,55,76,44,1,151170,2,594
Ekavir Narula,29,1,Salaried,22865,457,1,52,45,81,30,0,0,0,744
Falan Swamy,28,2,Salaried,27367,12862,0,26,56,99,27,1,378738,0,774
Chakradhar Ramesh,47,1,Self-Employed,22771,2049,3,81,40,96,14,0,0,0,741
Ekbal Devi,32,1,Self-Employed,23003,13111,2,72,50,88,30,1,229002,0,673
Chandani Mani,57,3,Student,16692,4840,2,56,47,96,41,0,0,0,753
Nirja Nadkarni,40,1,Salaried,15174,4703,3,83,45,79,31,1,430643,1,699
Kamya Nigam,21,1,Salaried,10000,2900,0,56,66,87,40,0,0,0,695
Lekha Pau,29,2,Self-Employed,63300,22155,2,36,48,72,48,0,0,0,666
Laksh Parikh,44,1,Self-Employed,44664,893,1,36,44,84,42,0,0,0,791
Mohini Kapoor,54,2,Self-Employed,17640,9525,1,90,51,84,20,0,0,0,650
Mahika Tata,56,1,Salaried,10000,6600,1,53,56,87,10,0,0,0,672
Urmi Gola,24,2,Self-Employed,18529,7782,2,10,50,97,43,0,0,0,720
Ranbir Kale,49,3,Salaried,14249,2992,1,91,55,76,31,0,0,0,690
Yug Radhakrishnan,43,2,Salaried,19403,2522,0,28,55,98,32,0,0,0,813
Rudra Narayanan,55,1,Salaried,23300,6058,1,52,54,84,22,0,0,0,745
Yashoda Sathe,36,3,Salaried,14519,6533,2,11,49,72,22,1,388590,0,733
Lavanya Sagar,28,1,Salaried,16666,4666,2,81,37,70,13,1,391793,1,679
Krisha Hari,47,2,Salaried,35123,20020,0,21,55,70,40,1,136216,1,683
Balendra Dada,59,2,Self-Employed,60067,39644,2,36,37,92,7,0,0,0,694
Vritti Badami,32,3,Salaried,27233,4629,1,64,55,83,28,1,372170,1,761
Urvashi Sehgal,24,2,Salaried,16312,1957,0,98,35,88,24,0,0,0,694
Nathaniel Gupta,45,1,Salaried,34727,10070,4,88,59,71,27,0,0,0,631
Ekantika Lanka,26,2,Salaried,18089,8320,1,33,49,81,41,0,0,0,670
Hemal Bhandari,23,2,Self-Employed,29509,15344,1,70,57,85,21,0,0,0,624
Jairaj Varty,59,3,Self-Employed,17501,2800,1,46,48,93,12,0,0,0,796
Priya Kulkarni,44,1,Salaried,24912,4235,3,74,51,78,45,1,286349,0,741
Amruta Ramaswamy,41,3,Salaried,24187,9191,1,16,46,98,49,1,436203,0,812
Ekansh Chadha,26,1,Salaried,19132,4783,1,29,56,77,37,0,0,0,708
Jackson Mukherjee,53,2,Salaried,11366,2386,1,51,61,78,7,1,111473,1,741
Balendra Lalla,28,1,Salaried,20647,7432,0,53,54,84,5,1,136417,0,689
Krisha Raju,53,2,Student,21187,12288,0,26,52,75,17,1,408122,1,746
Barkha Dube,23,3,Salaried,27225,9801,1,81,56,77,20,1,346576,1,679
Wriddhish Tripathi,22,2,Student,27009,17285,0,92,61,83,18,0,0,0,582
Chaaya Sarma,58,2,Salaried,40431,3638,0,89,51,75,41,0,0,0,739
Lekha Gill,59,2,Student,15814,9962,0,33,43,88,35,0,0,0,715
Daniel Handa,59,2,Self-Employed,29966,19777,0,55,40,73,28,0,0,0,657
Frado Jhaveri,44,2,Salaried,22675,14285,1,11,47,95,36,0,0,0,716
Bhanumati Goswami,41,3,Self-Employed,16903,2028,2,42,55,93,24,0,0,0,768
Gunbir Pathak,38,1,Student,30818,4930,2,22,48,72,24,1,215378,1,783
Hitesh Mann,55,1,Salaried,17574,7732,0,32,52,89,5,0,0,0,749
Azad Krishnan,31,3,Self-Employed,16811,10422,1,25,47,88,43,0,0,0,668
Hemal Brar,31,3,Student,10000,100,0,56,53,98,44,0,0,0,789
Aarnav Chandra,23,2,Salaried,58328,32663,4,68,50,92,28,0,0,0,602
Pratyush Atwal,43,1,Salaried,15564,6225,4,60,49,81,41,0,0,0,653
Chandani Bhardwaj,21,3,Salaried,35465,8511,0,94,55,98,34,0,0,0,689
Ridhi Mane,43,3,Student,14390,7195,0,85,40,73,48,1,215312,0,682
Unni Sachdev,42,3,Self-Employed,15020,5407,1,82,43,90,49,0,0,0,686
Anmol Rattan,50,1,Self-Employed,19603,2352,1,83,43,89,34,0,0,0,744
Vinaya Banik,22,1,Salaried,32073,1603,0,62,47,79,42,0,0,0,722
Peter Krishnamurthy,37,2,Salaried,36072,11543,1,91,38,92,13,1,78724,1,680
Jai Dube,40,3,Self-Employed,25052,10020,1,40,63,75,31,0,0,0,686
Varenya Bhatnagar,29,3,Self-Employed,29272,7610,2,64,51,87,26,1,280233,0,736
Naveen Gandhi,31,1,Self-Employed,27895,5857,0,82,50,70,43,0,0,0,667
Arya Verma,37,1,Self-Employed,27690,6645,1,51,53,81,38,0,0,0,714
Rajeshri Dutta,34,1,Self-Employed,23904,15298,2,22,57,90,19,1,283119,2,716
Panini Sabharwal,38,3,Salaried,16814,336,0,48,54,89,25,0,0,0,789
Saumya Oommen,38,2,Salaried,20781,5818,2,97,41,74,39,0,0,0,638
Gautam Chacko,28,3,Self-Employed,36477,18968,2,38,44,79,18,0,0,0,642
Harsh Bhakta,49,2,Salaried,27374,4379,1,55,59,71,43,0,0,0,726
Bishakha Mittal,28,1,Salaried,29394,7642,1,26,55,80,40,0,0,0,718
Kala Bail,46,2,Salaried,32734,12111,1,35,46,71,7,0,0,0,699
Hiral Shah,48,2,Salaried,46368,30602,0,37,44,70,26,0,0,0,651
Mitesh Hegde,28,2,Salaried,29384,11753,0,46,45,80,34,0,0,0,680
Warinder Shanker,40,3,Salaried,16351,9156,1,82,53,73,25,0,0,0,608
Oscar Ray,28,2,Self-Employed,28549,4853,0,41,32,92,37,0,0,0,755
Aishani Seshadri,34,3,Student,10000,2700,1,59,60,93,19,0,0,0,719
Isha Mahajan,33,1,Salaried,25471,2547,1,20,40,91,13,0,0,0,787
Lakshit Warrior,37,2,Salaried,16832,6901,0,73,44,99,43,0,0,0,704
Gaurika Swaminathan,46,2,Student,26593,14626,1,15,52,89,44,1,345146,1,769
Anthony Magar,26,1,Self-Employed,30916,5255,1,58,53,94,28,0,0,0,729
Gopal Dugar,37,1,Student,17111,3935,1,54,53,89,19,0,0,0,729
Pranav Prabhu,24,2,Self-Employed,18343,11189,2,72,50,74,17,0,0,0,574
Harshil Koshy,45,1,Salaried,36214,0,0,53,60,82,15,0,0,0,786
Udant Kakar,27,1,Salaried,26106,10703,1,43,45,75,39,0,0,0,660
Vincent Ramachandran,37,1,Salaried,12908,4646,0,39,48,77,11,0,0,0,704
Watika Goyal,42,3,Salaried,46139,21223,3,65,53,74,44,1,279684,0,681
Upma Mane,48,3,Salaried,24487,7835,2,51,42,98,7,0,0,0,741
Ati Loyal,26,3,Self-Employed,20905,4181,2,60,49,83,44,0,0,0,689
Arin Mohanty,50,1,Salaried,17623,5815,1,59,57,76,22,0,0,0,700
Devika Batta,30,1,Salaried,13224,2644,1,36,38,71,6,0,0,0,706
Rayaan Nadig,59,1,Salaried,15665,1253,0,35,46,80,11,1,362250,0,857
Qushi Mangat,34,2,Salaried,12447,1618,0,66,48,75,7,0,0,0,714
Ansh Balakrishnan,42,2,Salaried,21332,6186,1,58,59,77,6,0,0,0,698
Atharv Nair,46,1,Salaried,14098,4793,1,15,54,89,12,1,411872,0,811
George Datta,30,2,Self-Employed,14945,7173,3,42,51,83,21,0,0,0,648
Shivani Borra,22,1,Salaried,48587,21864,2,99,40,70,7,0,0,0,567
Shaurya Das,23,1,Salaried,12865,3988,0,43,54,85,9,0,0,0,703
Gautami Saraf,31,2,Self-Employed,17309,8654,1,88,46,88,6,0,0,0,629
Charita Sabharwal,30,2,Student,25334,15453,0,93,57,79,11,1,50168,0,593
Manya Chadha,32,1,Salaried,27410,7674,0,14,63,70,6,0,0,0,723
Madhav Batta,34,3,Self-Employed,22791,5925,0,34,52,75,36,0,0,0,720
Ati Raja,50,1,Self-Employed,17011,11907,1,47,42,80,49,0,0,0,646
Harish Sani,33,3,Student,10000,2500,2,98,43,84,15,0,0,0,655
Wridesh Raja,50,2,Salaried,22425,13230,2,92,60,82,46,0,0,0,617
Chakradhar Tailor,58,2,Self-Employed,40596,18674,0,97,48,97,38,1,74121,0,701
Vinaya Kara,31,2,Self-Employed,10000,4600,1,86,47,76,10,0,0,0,615
Saanvi Vig,21,3,Salaried,19933,8172,2,35,52,90,33,0,0,0,678
Yashasvi Sha,47,1,Salaried,10000,6200,1,20,49,71,5,1,183751,0,666
Robert Kakar,59,2,Salaried,30552,1833,1,14,46,99,26,0,0,0,860
Leela Dash,57,1,Salaried,30389,7901,0,82,49,70,20,1,445600,2,751
Nathan Buch,29,3,Self-Employed,15579,3894,2,19,46,70,9,1,479062,0,749
Vidhi Tiwari,46,1,Self-Employed,22310,446,3,26,49,81,35,0,0,0,778
Robert Merchant,45,2,Salaried,28030,5325,0,61,43,77,9,0,0,0,730
Harita Balay,37,2,Self-Employed,26947,15898,0,33,55,72,11,1,200357,0,704
Aahana Mistry,26,2,Self-Employed,26097,1565,0,68,54,74,32,0,0,0,711
Netra Tailor,35,1,Salaried,23800,16660,3,48,58,92,34,1,163030,1,624
